objectid,year,agency,unit_id,fire_name,local_incident_number,alarm_date,containment_date,cause,collection_method,management_objective,gis_calculated_acres,irwin_id,shape_area,shape_length,days_to_contain
3471,2015,NPS,KNP,HOTEL,0101,,,1,1,1,29.4124,nan,186015.5625,2296.81271042105,
3472,2015,NPS,YNP,SNOW,138,,,4,1,1,0.1008077,{F5659BD0-39EE-4CCF-898F-84F6C5E17B70},655.059332132339,90.7288175930466,
3473,2015,NPS,YNP,MONO,140,,,1,1,0,0.1008094,{818CCD99-4B90-44A7-8001-040237CD6A40},652.946323275566,90.5823685349243,
3474,2015,NPS,YNP,INDIAN CANYON,49,,,1,1,1,4.131937,{835FCB58-A21A-4623-9F30-1942E369BC24},26809.6796875,1370.16918442191,
3475,2015,NPS,RNP,POPLAR,1501,,,14,1,1,3.554777,{A2769BF3-F56D-42BC-8A34-33860C89CBF7},23143.73046875,644.002367483386,
3476,2015,NPS,YNP,DEERLICK,47,,,1,1,1,0.1007949,{85624A9F-6CAF-4846-A7E7-5A8FD84E8DAF},651.362200379372,90.4724201852065,
3477,2015,NPS,SMP,CALABASAS,553,,,9,6,1,0.4854355,{102CB454-BD70-4451-80F7-45E6467EF447},2887.37424445152,190.483109114395,
3478,2015,NPS,SMP,DUME,434,,,10,6,1,1.479508,{7F37BF7D-4ECC-4ACF-82DD-5762ED6ECF09},8747.265625,678.433265297668,
3479,2015,NPS,SMP,AGOURA,1217,,,9,6,1,0.09397306,{9E9FD909-DBDA-4344-A8F7-80589EB22DBF},558.99636298418,83.812621182481,
3480,2015,NPS,SMP,NEWTON,1264,,,5,6,1,0.09396015,nan,558.20447486639,83.753234619796,
3481,2015,NPS,SMP,GRAND VIEW,483,,,10,6,1,0.09397247,{E5E27479-F7ED-4CCC-87D9-04EA12DD06D6},558.230130016804,83.7551592540015,
3482,2015,NPS,SMP,WENDY,735,,,8,6,1,0.09396258,{D79CBB56-6A9C-4F2C-8C52-F01FB503F6BC},559.067292034626,83.8179383543608,
3483,2015,NPS,SMP,TOPANGA CYN,379,,,10,6,1,0.1522151,{D7083128-BA01-4221-9BA5-74044FBA1089},903.853714108467,106.574672188568,
3484,2015,NPS,SMP,POTRERO 2,1252,,,14,6,1,43.49679,nan,257723.46484375,2180.06432941073,
3485,2015,NPS,SMP,MALIBU,679,,,14,6,1,5.392848,{6F99DE76-BBB9-4122-A202-2B39EBB2DD8C},31881.0390625,710.473407932027,
3486,2015,NPS,SMP,COUNTRY CLUB,728,,,14,6,1,0.0939775,{5460033E-4B9E-4820-ABD8-8FE9DBF6234F},558.93909496069,83.8083278554375,
3487,2015,NPS,SMP,RAMBLA,1102,,,14,6,1,0.4853519,{D08733C9-7229-4CC7-BFD3-ABE26B028873},2881.38909542561,190.285583422484,
3488,2015,NPS,SMP,MUREAU,1138,,,1,6,1,0.4854267,{9FF096F2-0EC5-4B72-A2A3-B01734B5DE92},2888.0577890873,190.505654859464,
3489,2015,NPS,SMP,ROADRUNNER,nan,,,14,6,1,0.02317176,nan,137.44140625,46.983296164132,
3490,2015,NPS,SMP,DEERVALE,nan,,,14,6,1,0.6028686,nan,3570.23828125,255.103003106459,
3491,2015,NPS,SMP,TOPANGA,nan,,,11,6,1,0.2516483,nan,1496.21048092842,137.120149575689,
3492,2015,NPS,SMP,OAKMONT,nan,,,14,6,1,0.2516389,nan,1494.48823368549,137.041209212147,
3493,2015,,nan,TOPANGA CYN,nan,,,14,0,0,0.1522149,nan,903.852891087532,106.574623671077,
3494,2015,,nan,TUNA,nan,,,14,0,0,1.184078,nan,6997.39453125,359.467921123013,
3495,2015,,nan,POTRERO ,00013714,,,9,8,1,2.744287,nan,16254.17578125,563.672179165518,
3496,2015,NPS,SMP,CORNELL,nan,,,14,8,1,0.008776683,nan,51.953125,34.0949251001365,
3497,2015,,nan,COUNTRY CLUB,nan,,,14,0,0,0.09397753,nan,558.939384996891,83.8083496027361,
3498,2015,,nan,118 FWY,nan,,,14,0,0,4.027377,nan,24025.7412848473,549.469170444371,
3499,2015,USF,SNF,WILLOW,00001689,,,8,3,1,5701.341,{A6A5E399-E5D4-4033-A6A7-76F0A73A84B9},36505304.7539063,47458.7602765476,
3500,2015,NPS,SMP,GRIFFITH PARK,nan,,,14,5,1,4.730207,nan,28013.76953125,874.526946208812,
3501,2015,NPS,SMP,TEMESCAL,nan,,,14,4,1,1.193676,nan,7051.80859375,352.116265091361,
3502,2015,NPS,SMP,LATIGO 2,1040,,,14,5,1,2.801698,{B89C6A85-3D83-4F8D-B312-3DF531B187CE},16552.82421875,1173.16018706153,
3503,2015,FWS,SOR,BRUCHARD,00000000,,,18,4,1,2.154247,nan,12456.5546875,516.503229884754,
3504,2015,FWS,CLR,CLEAR,00000417,,,1,1,1,7.481536,{A331F906-EB73-419F-9DA0-3340AA254A1E},54550.3203125,1493.46404663308,
3505,2014,USF,BDF,ETIWANDA,00006646,,,9,1,1,2141.841,nan,12692947.09375,26638.110814536,
3506,2014,CDF,AEU,SAND,018237,,,10,1,1,4239.272,{5EFA8898-D56C-4F36-BD56-320E9E8340B9},28110446.1796875,37705.9885205889,
3507,2014,CDF,BDU,KEOUGH,010406,,,14,1,1,18.15949,{CFD72ED9-0885-4FFC-B8BA-3B5A89DA642C},116191.6015625,1969.12734045555,
3508,2014,CDF,BDU,BRIDGES,004595,,,14,1,1,113.4199,nan,728808.12890625,4528.18375809853,
3509,2014,LRA,BTU,NELSON,013428,,,11,6,1,336.0759,nan,2290947.00390625,6629.28449752874,
3510,2014,CDF,BTU,WEB,010700,,,2,1,1,377.856,{04266B77-7726-40D5-8E09-49114417EA0A},2606963.578125,8040.4801296602,
3511,2014,CDF,FKU,MORGAN,007750,,,2,1,1,47.42393,{64946744-7D04-49BD-ACC3-41C212E6CD83},301470.03515625,4122.55648654173,
3512,2014,CDF,FKU,LAKE,001194,,,14,1,1,102.4423,nan,648613.8203125,4370.82544106186,
3513,2014,CDF,FKU,SYCAMORE,001407,,,14,1,1,12.41273,nan,78819.890625,1434.31017240928,
3514,2014,CDF,FKU,HALL,007737,,,7,1,1,24.57085,{16E17170-435C-468D-B8CE-4061ADDDD0A7},155162.51953125,2237.90948903025,
3515,2014,CDF,HUU,BRIDGE,000079,,,11,1,1,17.42052,nan,121955.6484375,1435.28925678441,
3516,2014,CDF,HUU,HOUSE,005783,,,7,1,1,24.68149,{6EDE5593-552F-4A3A-BACA-D0E0A6721674},173041.31640625,2063.32571142081,
3517,2014,CDF,HUU,MCLELLON,004858,,,14,1,1,10.14866,nan,70855.0145177841,945.414861196133,
3518,2014,CDF,HUU,PECWAN,004856,,,14,1,1,21.19531,nan,152219.44140625,2670.77408783332,
3519,2014,CDF,HUU,RED,000081,,,5,1,1,332.1736,nan,2348724.56640625,11625.1858422416,
3520,2014,CCO,KRN,COPUS,028982,,,14,2,1,12.18606,nan,73827.3515625,1850.17160242742,
3521,2014,CCO,KRN,WAY,027597,,,14,2,1,3882.421,nan,23897623.4023438,27234.8481370056,
3522,2014,CDF,LMU,DAY,003472,,,1,1,1,13150.67,{A586C5BA-616A-4F25-9945-BC6A18710677},94236517.8398438,69253.8232299127,
3523,2014,CDF,MEU,BLUE (ALK 4-3),007216,,,1,5,1,20.26981,nan,139314.53515625,1390.51287319565,
3524,2014,CDF,MEU,PIETA,004414,,,9,5,1,13.59727,nan,90957.14453125,1261.11167466026,
3525,2014,CDF,MEU,NELSON,009162,,,14,5,1,71.98068,nan,483612.44140625,3050.74285976658,
3526,2014,CDF,MEU,LODGE,007202,,,1,2,1,12533.18,{3553091D-A69E-4296-9C6E-8A4BAF47F605},85991479.234375,55614.8864146717,
3527,2014,CDF,MEU,SHIMMINS,006440,,,2,5,1,26.36865,nan,179565.74609375,1747.39293095125,
3528,2014,CDF,MEU,SPRING,007139,,,14,5,1,20.75631,nan,143248.80859375,1874.24724378414,
3529,2014,CDF,MEU,BLACK,008882,,,2,2,1,403.2066,{9C23F2BB-E55B-4D1E-B6A1-1438CE74C47C},2725382.77734375,10135.3753632612,
3530,2014,CDF,RRU,BOGART,059343,,,14,2,1,31.47281,{95A1FA12-1ACD-429D-8F31-9DE796F7F027},185728.27734375,2928.74799559892,
3531,2014,CDF,RRU,SABINA,076635,,,14,2,1,77.76864,{053C890F-F00D-4EB5-B57B-090B630BCB5D},454758.296875,2893.80506713826,
3532,2014,CDF,RRU,SANTA,058492,,,10,1,1,13.35748,nan,77941.4453125,1679.50376386696,
3533,2014,CDF,RRU,GILLETTE,062708,,,14,1,1,10.03415,nan,58739.2890625,1067.37531917461,
3534,2014,CDF,RRU,MORONGO,062274,,,14,1,1,19.59998,{943CD7CA-A909-40BE-B5C2-E71686DE826E},115657.69921875,1896.15800164716,
3535,2014,CDF,SHU,BULLY,006248,,,10,7,1,12658.74,{521E9771-6DF7-4523-A996-A3FF2715CABA},88582432.484375,63464.925271929,
3536,2014,CDF,SHU,OREGON,007763,,,10,7,1,460.5652,{C471F548-65EE-4CCA-BC80-F97F481B4865},3250516.03125,12006.7420632181,
3537,2014,CDF,SHU,GULCH,008322,,,10,1,1,1374.703,{5EA0C455-3F72-4677-8AF4-87D3D1D3CE64},9692627.53515625,17745.1744204474,
3538,2014,CDF,SHU,CASSEL,006027,,,9,1,1,60.36771,{9B1A6B3B-6DB2-4382-ACD4-AFAF5551FCBC},428708.41796875,3687.20657560245,
3539,2014,LRA,WED,BOLES,007064,,,7,1,1,516.2928,nan,3720461.7578125,22907.0000273712,
3541,2014,CDF,SLU,INDIANA,008226,,,4,1,1,10.2269,{FC96477C-990E-496E-AB58-8968F95926E6},61842.296875,1501.53572899217,
3542,2014,CDF,SLU,TWITCHELL,000389,,,11,1,1,21.94427,nan,132624.12109375,2479.13715644644,
3543,2014,CDF,MMU,HAIGH FIRE,010067,,,5,1,1,111.3319,{3EDDAFAD-3C76-4526-8F7D-71220B887B33},721866.9453125,6213.66691990113,
3544,2014,CDF,MMU,HUNTER FIRE,008974,,,14,1,1,690.982,{84F7907B-38B1-421A-8665-4B827D76D054},4467746.234375,14483.7690193141,
3545,2014,CDF,MMU,VALLEY FIRE,009794,,,2,1,1,96.8939,{151AD33A-60B5-4906-A74A-9E1185BD60B2},625719.01953125,6427.65845741342,
3546,2014,CDF,MMU,COURTNEY FIRE,016429,,,5,1,1,290.9412,{546E5E3D-3FEF-4528-BB3F-7EEF2AD93077},1864775.125,8566.47596883431,
3547,2014,CDF,MMU,JUNCTION FIRE,014633,,,14,1,1,612.1556,{48763A2F-5660-4618-9F35-0F5C669257BA},3927181.1328125,15675.0945283256,
3548,2014,CDF,MMU,BRIDGE FIRE,015818,,,10,1,1,270.0612,{631C7AAD-6156-44BA-813C-BD8D0907BAB9},1737210.95703125,8794.35841695819,
3549,2014,CCO,SBC,MIGUELITO,005573,,,11,1,1,631.8137,nan,3784197.01953125,13185.6394405451,
3550,2014,CDF,BEU,ENCINAL,001099,,,18,7,1,190.4012,nan,1199700.0703125,6309.78335982658,
3551,2014,CDF,BEU,SAN LUCAS,001631,,,18,1,1,55.33626,nan,343755.97265625,3631.26852683588,
3552,2014,CDF,LNU,MONTICELLO,00005465,,,9,3,1,6599.387,{E75D8CBD-754B-4CF5-8A60-ED51AD34F0D6},43715292.9296875,38280.8592279973,
3553,2014,CDF,LNU,SARATOGA,007692,,,14,2,1,87.80218,{DF60889C-5609-42F8-99E6-D9016600FBFF},591810.72265625,3890.96894682888,
3554,2014,CDF,LNU,NORMAN,004594,,,14,2,1,68.17542,nan,450570.18359375,3684.74109440267,
3555,2014,CDF,LNU,BOTTLE,003603,,,14,2,1,20.53575,nan,137553.7890625,1663.16396105485,
3556,2014,CDF,LNU,PUTAH,004421,,,14,5,1,11.1012,nan,73490.57421875,1832.67130902362,
3557,2014,CDF,LNU,31,006737,,,14,2,1,367.9901,nan,2439709.765625,7550.03677430075,
3558,2014,CDF,LNU,SHADY,005080,,,14,5,1,21.58158,nan,142536.625,1998.21782512581,
3559,2014,CDF,LNU,LAKEVIEW,005991,,,14,6,1,24.13652,nan,163393.921875,1592.19842009817,
3560,2014,CDF,LNU,ESPARTO,004733,,,14,6,1,28.56152,nan,189778.38671875,1762.97819902648,
3561,2014,USF,ANF,COLBY,000231,,,4,7,1,1951.893,nan,11564688.8554688,26912.3418284156,
3562,2014,USF,ANF,TECOLOTE,004034,,,9,4,1,268.8589,{8D8D0227-351E-415A-8E35-521E1332B7A1},1596924.00390625,5892.85573244404,
3563,2014,USF,ANF,SHOEMAKER,003975,,,1,7,1,190.0584,{8868581C-AB38-42BE-98E2-D5320B22E308},1128905.57421875,4299.90762192861,
3564,2014,USF,CNF,VIEWPOINT,001190,,,9,1,1,17.46472,nan,100397.7734375,1793.15043970501,
3565,2014,USF,CNF,GUN,000599,,,9,1,1,270.0748,nan,1551669.24609375,9492.63294146372,
3566,2014,USF,CNF,SILVERADO,002873,,,9,3,1,959.0129,{AD122498-E931-45A2-968C-6334D87DCA03},5628922.5703125,12922.6680092338,
3567,2014,USF,ENF,KING,023461,,,7,3,1,97684.55,{F678E364-6462-4AB5-8830-EEAEE80F6653},653652229.378906,364390.076349599,
3568,2014,USF,ENF,IRENE,023424,,,1,1,1,94.21658,{08655C16-BE01-448F-8764-A018A8FBD654},625076.125,6402.1262912381,
3569,2014,USF,INF,BALL MOUNTAIN,001387,,,1,6,1,24.90845,{471085F3-0937-4E78-A2F5-BB1306CBC8AA},154633.18359375,1543.88855686485,
3570,2014,USF,INF,JUNE,001351,,,2,3,1,45.36808,{039A923A-F147-4141-8648-45C8D67A59AE},294315.50390625,3461.31157174427,
3571,2014,USF,TMU,CASCADE,001897,,,4,1,1,21.70495,nan,145310.67578125,3411.99073917231,
3572,2014,USF,LNF,CAMPBELL,000027,,,4,1,1,864.9468,nan,5982421.23046875,15942.1257544655,
3573,2014,USF,LNF,BALD,003479,,,1,7,1,39752.2,{A4CDC414-C3D1-4175-9CF3-DD0674AEE1EF},281617429.917969,115427.87771551,
3574,2014,USF,LNF,EILER,003502,,,9,8,1,31995.22,{AC340050-5431-4BA0-AABF-997E321B9D97},226121888.636719,131216.749269614,
3575,2014,USF,MDF,HOWARDS,000143,,,6,1,1,44.96093,nan,324505.03125,2763.44495201148,
3576,2014,USF,MDF,DOBIE,000332,,,1,1,1,456.01,{F1AA8381-D635-47AF-ADD3-8C5D0361E3AE},3319999.16015625,13922.1703211685,
3577,2014,USF,MDF,NORTHERN ,000335,,,1,1,1,117.4045,nan,854409.7265625,7345.49025351305,
3578,2014,USF,MDF,LAKE,000342,,,1,1,1,58.10084,nan,423180.6484375,5256.16478563081,
3579,2014,USF,MDF,DALTON,000347,,,1,1,1,641.467,{FCFFC750-8696-4B0D-90BC-5DCB64F03BB4},4664097.38671875,25146.8422574887,
3580,2014,USF,MDF,GULCH ,000357,,,6,1,1,1397.349,{5FA3D1E9-830E-450D-B6CC-B288134362C5},10082156.7421875,26547.5611920371,
3581,2014,USF,MDF,GULCH3,000359,,,6,1,1,58.0403,nan,419003.9609375,3409.59410616684,
3582,2014,USF,MDF,GULCH4,000360,,,6,1,1,14.74375,nan,106457.48828125,1631.1994247829,
3583,2014,USF,MDF,LITTLE ,000795,,,1,1,1,100.7245,{23A394B2-0DC0-4567-BB71-7349F6C45E89},727587.9765625,4140.44543663368,
3584,2014,USF,MDF,MUD ,000481,,,1,1,1,14.85617,{D7A81C3E-304E-47DB-B572-3E2AF9E2D4F1},107249.23046875,1550.79420689275,
3585,2014,USF,PNF,CHANCE,001223,,,1,4,1,28.6142,{32CE1EB0-1D48-4957-82CD-3E36C9909C15},196854.39453125,1780.09749959164,
3586,2014,USF,SQF,SHIRLEY,001850,,,9,8,1,2546.165,{3FC5FE25-C208-4EE8-BB94-7ACA5B58AA41},15658776.5117188,26023.6099968835,
3587,2014,USF,SQF,NICOLLS,002381,,,9,8,1,1679.217,{2CCDA2BF-52B2-4616-9714-A9F85198D7E3},10308705.65625,18933.1083496279,
3588,2014,USF,SQF,RANCH,002142,,,9,8,1,69.25115,{DBF5EDDB-3403-48F8-876B-4227DE203936},425831.30859375,3257.02075442823,
3589,2014,USF,SQF,SODA,000120,,,9,8,1,1423.232,nan,8866919.16015625,24864.3552969708,
3590,2014,USF,SHF,DEER,002946,,,1,8,1,13.46691,{259709CA-1BE9-4FF4-8904-E42C68CB23D5},95535.1328125,2785.52982081959,
3591,2014,USF,SHF,WEST,001891,,,9,8,1,14.30474,{94B1FA00-5394-48D7-A20F-6E332C13BCE3},99953.19921875,2178.73056045634,
3592,2014,USF,SHF,LAKIN,002184,,,1,1,1,17.33459,{5500A958-A65B-4320-AA41-5112C94C9B41},124686.56640625,2578.92710539366,
3593,2014,USF,SHF,RAYS,002419,,,1,8,1,20.834,{B1BE0563-D682-4717-9457-70E55F52255A},148381.953125,2363.90489463359,
3594,2014,USF,SHF,SODA,001103,,,5,1,1,10.93429,nan,78179.38671875,1241.25655550966,
3595,2014,USF,SNF,FRENCH,001619,,,4,3,1,13831.64,{47C63FE9-1726-4840-B183-9335D91A9029},88612906.7539063,74291.2012158161,
3596,2014,USF,SNF,BALD ROCK,000059,,,9,1,1,13.86587,nan,89255.6640625,1678.44016241923,
3597,2014,USF,STF,MONTGOMERY,003543,,,3,1,1,78.53194,{F378B108-0CCC-4E2E-BFCE-F3E7A2E4F467},507940.37109375,4534.91581441148,
3598,2014,USF,TNF,WALKER,001611,,,9,1,1,12.36422,{8A43FE62-0FF2-40F0-9BD9-1CB7B18EE7B4},83946.00390625,1763.90545305669,
3599,2014,USF,TNF,HIRSCHDALE,001411,,,9,1,1,81.86262,{CEBC7F65-6049-4F01-AD35-EA7D9182F289},555362.61328125,3854.97293665125,
3600,2014,USF,TNF,ELEPHANT,001217,,,1,1,1,21.23305,{942A4909-CCC6-4F3A-8C3B-8212445CFBE0},145287.125,1701.48356123031,
3601,2014,USF,TNF,HARDING,001215,,,1,1,1,63.1334,{9CB49618-0475-417A-A636-7CF93A5F350F},431081.80859375,5970.36891693393,
3602,2014,USF,BDF,EAGLE CANYON,013502,,,4,4,1,10.99211,{5338FD79-618F-4930-B952-6E82FF6660DB},64554.78515625,2187.93641948064,
3603,2014,USF,KNF,LITTLE DEER,005575,,,1,8,1,5499.707,{BAB49FDD-1156-49B7-A905-1B7209508217},39923459.0429688,33708.921186437,
3604,2014,USF,KNF,BEAVER,005497,,,1,7,1,32493.4,{7E915F8D-4573-452B-915B-35850A954DA1},237442299.585938,184785.729757576,
3605,2014,USF,KNF,LEEF,005443,,,1,8,1,16.63961,{25EB25C4-1989-4824-9C9D-26B4F40C25C8},119218.40234375,2535.09582075149,
3606,2014,USF,KNF,LOG,005514,,,1,8,1,3636.853,{C972D08B-D167-437F-921A-07968BC250F3},26292428.0507813,31397.0443540948,
3607,2014,USF,KNF,WHITES,005511,,,1,8,1,33794.44,{4D613068-92CE-4823-97BC-C9027090DF64},242634135.734375,175595.080506412,
3608,2014,USF,KNF,JACKSON,006001,,,1,8,1,28.74288,{B4F9BDC8-12C4-4617-9E08-D27828FDB25A},209849.7890625,2858.12774955132,
3609,2014,USF,KNF,SUTCLIFFE,006004,,,1,8,1,26.32586,{FC4199BC-A8A9-49A5-AD6D-D53C418E84F5},192683.0078125,2002.92363676049,
3610,2014,USF,KNF,TIMS,006009,,,1,8,1,13.16799,{9363B271-E8C4-4050-8B3D-3779B3D37A77},96249.8984375,1414.68546874713,
3611,2014,USF,KNF,THOMPSON,006011,,,1,8,1,16.55262,{41E340CF-FA2D-4ECB-8EF7-84F94ABAD54C},120951.5703125,1651.74715277934,
3612,2014,USF,KNF,KEMPER,006010,,,1,8,1,173.4605,{69640229-8AC0-470D-8E01-0EBE3DBA6016},1269134.1328125,6335.1102968018,
3613,2014,USF,KNF,FRYING PAN,006008,,,1,3,1,133177.4,{DAE5294F-47EB-47B5-BF15-98C09F55B897},967551675.246094,402078.275736902,
3614,2014,FWS,KRR,CORCORAN,003127,,,14,1,1,116.9587,nan,719558.7265625,4606.50265116517,
3615,2014,BLM,BBD,CONWAY,001333,,,10,1,1,46.14301,nan,301755.9921875,2736.93678707625,
3616,2014,BLM,BBD,BODIE,000961,,,1,7,1,93.04613,nan,609924.76953125,4821.17551039033,
3617,2014,BLM,CDD,BAILEY,007773,,,10,1,1,23.44721,{D001D3B5-BC5E-4C25-A6AC-B18880A3EBFB},143383.7734375,2880.97184978528,
3618,2014,BLM,CDD,SANDY VALLEY,008601,,,14,1,1,21.24257,{C0AB7239-B5A4-4A4F-86A7-76D8160D2441},130821.421875,2940.91366032235,
3619,2014,CDF,MVU,JACUMBA,009433,,,10,1,1,26.66445,nan,152682.71875,3082.63987716462,
3620,2014,BLM,CDD,CONTOUR,005932,,,9,1,1,9.497061,nan,55820.83203125,1043.16663613857,
3621,2014,BLM,CDD,MINE,003195,,,9,1,1,19.09398,nan,112080.0859375,1534.40224718359,
3622,2014,CDF,NEU,PFE,014937,,,7,1,1,7.30496,nan,48645.703125,1012.58562639471,
3623,2014,CDF,NEU,BREWER,021381,,,14,1,1,16.12219,nan,107864.3671875,1962.16324659484,
3624,2014,CDF,NEU,APPLEGATE,023454,,,14,1,1,458.9755,{A6C684AC-EC30-4000-AE47-DFD6F03D777A},3081041.33203125,16562.0631597844,
3625,2014,CDF,NEU,BREWER,001732,,,10,1,1,104.1804,nan,694951.63671875,4869.15357961778,
3626,2014,CDF,NEU,REEDY,000131,,,5,4,1,10.98303,nan,74238.30859375,1556.69850454663,
3627,2014,CDF,NEU,DOGBAR,021381,,,14,1,1,248.0788,nan,1670491.90234375,10590.3346472673,
3628,2014,DOD,MCP,TOMAHAWK,001363,,,14,8,1,5365.311,{7158740F-470E-4D45-B4F7-679A9FF0EB16},31204574.84375,41742.2643246505,
3629,2014,DOD,MCP,PULGAS,001363,,,14,8,1,15186.14,{7158740F-470E-4D45-B4F7-679A9FF0EB16},88248215.7851563,68247.4762551102,
3630,2014,DOD,MCP,COMBAT,001363,,,14,8,1,1457.185,{7158740F-470E-4D45-B4F7-679A9FF0EB16},8486723.625,16196.2506809699,
3631,2014,CDF,MVU,BANNER,014049,,,14,1,1,177.7857,{0A9F74DC-7E77-424F-95C4-D2819DA65489},1027527.32421875,6065.64636705965,
3632,2014,CDF,MVU,HIGHWAY,010173,,,14,1,1,441.0284,{1CCA0E84-F95E-45FA-8D53-67DD11597376},2562324.48828125,9908.164904983,
3633,2014,CDF,MVU,BORDER_8,017305,,,9,1,1,12.00289,{8D742312-A612-45CB-9E58-67EBD0299F6B},68618.12890625,1164.32066665314,
3634,2014,CDF,MVU,WILDCAT_4,015980,,,10,1,1,24.78455,nan,142830.75390625,5546.17681942425,
3635,2014,BIA,HIA,BALD HILL 3,000211,,,10,3,1,210.1771,nan,1500796.4140625,7561.24529759219,
3636,2014,LRA,MVU,COCOS,010212,,,14,1,1,1994.787,{8C83072E-CC5C-43D5-9197-CE74C9AB83EF},11537865.03125,36214.623961863,
3637,2014,FWS,SWR,TRACT 17,nan,,,18,7,1,251.6172,nan,1708662.2421875,17434.3960454736,
3638,2014,FWS,SWR,AFTON,nan,,,14,1,1,17.01346,nan,115500.58984375,1667.96401921116,
3639,2014,FWS,BRR,SCHOOL,nan,,,9,1,1,223.7797,nan,1350306.2109375,5970.82439186153,
3640,2014,FWS,LKR,LOWER,nan,,,2,1,1,12.56239,nan,92036.13671875,1386.49786859283,
3641,2014,CCO,LAC,PINE  FIRE,065279,,,10,7,1,117.0455,nan,703412.28515625,4964.2452134967,
3642,2014,LRA,MVU,BERNARDO,010055,,,2,1,1,1331.426,nan,7681597.78515625,28263.2520580479,
3643,2014,LRA,MVU,POINSETTIA,010165,,,14,1,1,376.9402,nan,2180173.859375,18741.8980161147,
3644,2014,LRA,MVU,RIVER,010187,,,14,8,1,167.907,nan,974208.8515625,6407.95391510926,
3645,2014,CDF,NEU,MONUMENT,013004,,,14,1,0,9.813629,{9ED27961-007F-4F9C-A2DA-6E5B3D347DB4},66273.703125,1303.3111348897,
3646,2014,CDF,NEU,PERIMERTER,010120,,,5,1,1,9.584886,nan,64403.10546875,1475.84320674462,
3647,2014,CDF,NEU,IOWA,016579,,,9,1,1,14.22953,{355B8F03-F58F-4E51-9FA3-3911BE1A6089},95751.70703125,1564.07036496191,
3648,2014,CDF,NEU,HUTTO,015241,,,14,1,1,48.72859,{3D4B7E51-3E6F-48EC-B08B-D82E3906573A},328702.11328125,3430.40932005294,
3649,2014,CDF,LNU,BUTTS,00005333,,,2,8,1,4297.35,{4257EEAF-CEBA-41FE-A5D9-40AE3060B031},28590629.2226563,30809.2808465896,
3650,2014,NPS,KNP,CENTER PEAK,210,,,1,1,0,0.2108697,{44924076-E338-4234-A46F-09882499771D},1330.671875,263.551905350773,
3651,2014,NPS,KNP,LOWER TENT MDW,227,,,4,1,0,7.994719,{ED03AFF3-3649-4277-962B-E3017500934D},50587.69140625,1782.14005378588,
3652,2014,NPS,KNP,REDWOOD,276,,,1,1,0,5.530351,{91BBF12C-AFB3-4B95-B111-4F43DCD7660C},34850.91796875,1172.34308582616,
3653,2014,NPS,KNP,BUBBS CREEK,289,,,4,1,0,0.5039232,{BD4C2A62-A3DC-4120-8691-42F9CFF22F9D},3183.23828125,340.530188107458,
3654,2014,NPS,RWP,ENDERTS,1460,,,4,1,0,0.4986373,nan,3650.412504673,214.17851533243,
3655,2014,NPS,SMP,PIUMA,22,,,14,8,0,0.7918415,nan,4682.16796875,242.81576409375,
3656,2014,NPS,SMP,TAPIA,35,,,14,8,0,0.09347441,nan,552.8046875,83.4537455528671,
3657,2014,NPS,SMP,SKYVIEW,40,,,14,8,0,2.978585,nan,17624.9375,470.867424303445,
3658,2014,NPS,SMP,PALISADES,75,,,14,8,0,3.024885,nan,17868.50390625,579.212081936034,
3659,2014,NPS,SMP,VIRGENES,82,,,14,8,0,0.2957758,nan,1752.08203125,171.113309972263,
3660,2014,NPS,SMP,CALABASAS,362,,,14,8,0,0.1977677,nan,1171.515625,121.488680283092,
3661,2014,NPS,SMP,TRANCAS,391,,,11,8,0,0.09346442,nan,552.20703125,83.4090523958561,
3662,2014,NPS,SMP,MURPHY,424,,,14,8,0,0.09346852,nan,552.24609375,83.4108758443065,
3663,2014,NPS,SMP,VIEW RIDGE,462,,,14,8,0,0.09348149,nan,553.5546875,83.51164632542,
3664,2014,NPS,SMP,OCEAN VIEW,463,,,2,8,0,0.1977541,nan,1168.66015625,121.339447500248,
3665,2014,NPS,SMP,ENCINAL,510,,,11,8,0,0.09346381,{C20639FE-3789-40FC-9D30-59A12E0ABB4D},552.8359375,83.4558555225753,
3666,2014,NPS,SMP,SHERWOOD,605,,,14,8,0,2.978062,nan,17635.921875,471.013767737746,
3667,2014,NPS,SMP,WINERY,719,,,14,8,0,0.250273,nan,1480.5859375,136.576496750736,
3668,2014,NPS,SMP,LEONARDO,985,,,14,8,0,0.09348052,{C4EB267D-9C8B-44A9-B899-432392287B11},553.5078125,83.5065398957338,
3669,2014,NPS,SMP,HIGHLAND,1054,,,10,8,0,0.09346706,{6D7ED5ED-9B55-4692-AA39-508C63FABF3C},553.0546875,83.472049710162,
3670,2014,NPS,SMP,TYLER,1111,,,4,8,0,0.4828208,{CF6E5C3C-FC6D-4DC2-A3A4-8737EB7C9A2D},2852.28125,189.563522897479,
3671,2014,NPS,SMP,RAMBLA,1079,,,8,8,0,0.4828423,{CC5B441B-3D59-4956-89EE-62D017F755A4},2853.42578125,189.602087519678,
3672,2014,NPS,YNP,DEEP,80,,,1,1,0,0.2482518,{D6C15D51-EAE0-4E6A-AC22-A2FF2189C98A},1620.57693660259,142.705186992954,
3673,2014,NPS,YNP,NORTH,82,,,4,1,0,0.1008057,{96147D36-7349-46A1-97DE-E7C16DC19119},654.521660745144,90.6915749357559,
